"c5r2mtsc","c5r2mtsc_std","p5hmage","w3momed_hsb","w3income","catholic","income2"
59.881,0.965076502543287,29,0,37.5005,0,76952.0530582053
59.05,0.879530581047342,40,0,62.5005,0,137982.337359828
59.136,0.888383708903722,47,1,45.0005,0,106529.269204799
49.556,-0.0978135569580756,39,1,37.5005,0,60122.2429356759
54.48,0.409079484493228,44,0,37.5005,0,92064.3728226973
56.632,0.630613567597047,43,1,27.5005,0,41415.5905364632
44.266,-0.642383863472575,33,1,45.0005,0,96147.0579755416
56.649,0.63236360449889,38,0,62.5005,0,128196.471958747
44.205,-0.648663407649774,32,1,62.5005,0,118937.343726647
59.678,0.944179003068345,35,1,45.0005,0,96145.5464985701
32.733,-1.82962948635192,44,0,37.5005,0,74460.061793086
52.131,0.16726556199747,33,0,62.5005,0,68015.3864799232
61.226,1.10353530448317,33,0,62.5005,0,155500.10270597
60.569,1.03590152539432,31,1,27.5005,0,58057.4711683302
54.605,0.421947402889128,40,0,62.5005,0,100962.598367099
48.77,-0.178727027831496,33,0,62.5005,0,111849.111750057
48.029,-0.255008048082393,38,1,12.5005,0,21457.3203819203
44.94,-0.573000047481881,32,1,45.0005,0,109745.360544027
61.535,1.13534479875784,32,1,37.5005,0,88053.5572445657
46.961,-0.364951542856965,30,1,45.0005,0,78955.3334348962
47.937,-0.264478836021776,38,0,87.5005,0,163923.82066871
65.874,1.58201598211633,39,0,45.0005,0,36737.1705050067
67.72,1.77204940098698,44,0,62.5005,0,104581.336538989
48.375,-0.219389649962541,29,1,45.0005,0,97058.3757564159
54.311,0.391682058821971,34,1,37.5005,0,85686.2913560111
42.728,-0.800710731415732,30,0,17.5005,0,16384.3295643925
59.418,0.917413732804872,37,0,87.5005,0,212464.598608905
61.506,1.13235944168999,39,0,62.5005,0,113033.147307779
49.723,-0.0806220179811527,41,0,87.5005,0,207620.321113925
54.632,0.424726873262643,40,0,150.0005,0,313232.922292288
54.939,0.456330480842974,42,1,62.5005,0,98658.8464398109
51.801,0.133294257432294,33,1,62.5005,0,101919.604831631
56.269,0.593245132575353,41,0,150.0005,0,278037.328071881
70.12,2.01911343418827,47,0,87.5005,0,182080.240520299
62.411,1.22552317087631,42,1,62.5005,0,133425.779076925
60.628,1.04197518287719,34,0,62.5005,0,84693.4283264672
35.631,-1.53129966626137,33,1,45.0005,0,111801.660154038
56.772,0.645025636200455,42,0,62.5005,0,194364.48767687
38.466,-1.23945527704235,36,0,45.0005,0,103654.220327745
58.308,0.803146617449278,40,0,62.5005,0,133844.753488667
61.986,1.18177224833025,39,1,87.5005,0,159891.190003899
68.536,1.85605117227542,42,0,150.0005,0,279879.962726146
56.96,0.66437898546789,32,1,37.5005,1,99438.0831230239
56.176,0.583671401288803,36,0,150.0005,1,344933.880268441
40.917,-0.987141133135535,44,0,87.5005,1,152313.976788363
66.392,1.63534063594894,36,0,45.0005,1,102419.240910903
56.756,0.64337854264578,44,1,45.0005,1,73204.3225779774
38.979,-1.18664533994557,44,0,87.5005,1,187329.448826973
57.822,0.753116150726018,43,0,62.5005,1,111220.262636748
56.516,0.618672139325652,43,0,37.5005,1,74717.811184847
54.761,0.438006565047212,38,0,87.5005,1,205330.331954555
69.704,1.97628900176671,45,1,37.5005,0,80626.5265442701
59.146,0.889413142375393,37,1,22.5005,0,40681.5587068255
43.097,-0.762724636311034,32,0,87.5005,0,183676.105422319
54.498,0.410932464742238,45,0,17.5005,0,33132.2127777971
50.288,-0.0224590268316837,46,0,62.5005,0,71523.8005220731
63.185,1.30520132158372,37,0,45.0005,0,119346.254518404
54.208,0.381078894063749,36,0,87.5005,0,226464.048611142
61.631,1.14522736008589,44,0,62.5005,0,138083.694878402
48.951,-0.160094281994233,41,0,62.5005,0,118574.690005163
65.292,1.52210295406502,37,1,150.0005,0,423153.311105991
70.376,2.04546693106307,44,0,62.5005,0,130567.286849858
33.065,-1.79545229509241,43,1,45.0005,1,69933.3838029577
56.092,0.575024160126758,42,0,150.0005,1,193452.269765484
36.712,-1.42001790797362,40,0,62.5005,1,130775.403551561
48.805,-0.175124010680644,34,1,27.5005,0,46099.7981205719
58.798,0.853588857561207,40,0,32.5005,0,61998.991019247
52.431,0.198148566147631,34,0,45.0005,0,114288.015199136
48.188,-0.238640055882808,48,1,37.5005,0,71465.4298198374
64.541,1.44479250034245,32,0,87.5005,0,176327.9407339
68.759,1.87900753869371,40,0,62.5005,0,118869.508059923
33.295,-1.77177532524395,33,1,62.5005,0,144125.326767484
61.992,1.18238990841325,45,0,150.0005,0,355086.035262893
57.469,0.716777149175996,33,1,27.5005,0,54359.6545235074
53.624,0.320959979318103,38,1,45.0005,0,76593.6878503693
54.304,0.390961455391801,39,0,45.0005,0,53442.3305740169
33.941,-1.70527392297394,34,1,62.5005,0,107664.156839755
57.112,0.680026374237304,31,1,37.5005,0,83128.0079540104
45.847,-0.479630431601228,40,1,27.5005,0,63500.5592842458
57.419,0.711629981817635,40,0,62.5005,0,63699.6947617011
41.718,-0.904683512054606,35,0,37.5005,0,92418.8227851348
46.767,-0.384922552207402,47,1,32.5005,0,80237.4145506189
34.625,-1.63486067351157,52,1,32.5005,0,68684.9543374992
46.296,-0.433408868723154,41,0,32.5005,0,60247.2650011396
44.433,-0.625192324495652,54,1,22.5005,0,49064.2392532597
49.675,-0.0855632986451786,32,0,37.5005,0,62002.0314728335
42.883,-0.784754512604815,28,0,27.5005,0,43494.4380546192
48.803,-0.175329897374979,32,0,7.5005,0,19166.5758734075
49.231,-0.131270144787416,38,0,62.5005,1,131992.110083565
51.968,0.150485796409217,28,1,17.5005,0,39211.196454879
64.308,1.42080670045249,40,0,37.5005,0,76357.6616089762
61.011,1.08140248484223,42,0,27.5005,0,62936.607849391
36.574,-1.43422408988269,36,1,7.5005,0,9471.78177679773
42.774,-0.79597533744604,31,1,27.5005,0,57803.0267239776
47.956,-0.262522912425598,38,0,62.5005,0,115626.169579464
53.234,0.280812073922894,26,0,12.5005,1,14377.4319875337
58.009,0.772366556646285,33,0,87.5005,0,119091.147501584
50.318,-0.0193707264166675,33,0,37.5005,1,72385.5202206397
45.901,-0.474071490854199,41,1,32.5005,1,72480.3129931034
47.775,-0.281155658262863,45,0,87.5005,1,158256.827131621
56.843,0.652334613849327,34,1,32.5005,0,86369.9822243168
53.576,0.316018698654077,32,1,62.5005,0,157537.744476252
51.905,0.144000365537683,30,0,17.5005,1,37952.1289380252
60.3,1.00820976500634,39,0,45.0005,0,122781.78085416
56.349,0.601480600348729,43,0,150.0005,0,295643.865490007
48.895,-0.165859109435596,44,0,87.5005,0,138402.581022114
58.256,0.797793563396584,43,1,37.5005,0,78429.7490091154
59.841,0.960958768656599,38,0,87.5005,0,185244.640233776
59.459,0.921634410038728,35,0,87.5005,0,141361.90850436
60.675,1.04681352019405,29,0,62.5005,0,98787.2176666366
43.55,-0.716091300044292,37,1,62.5005,0,136886.807742625
49.982,-0.0539596910648473,42,0,62.5005,0,100686.643195644
58.005,0.771954783257616,46,0,45.0005,0,75256.4732967601
68.004,1.80128531158247,42,0,37.5005,0,92085.6236689621
34.776,-1.61931622808932,37,1,27.5005,0,39737.9435846971
56.042,0.569876992768398,41,0,62.5005,0,133486.386457953
45.77,-0.487557069333102,37,0,45.0005,0,90708.5242480512
38.522,-1.23369044960098,36,1,27.5005,0,61991.5435676366
66.74,1.67116492076313,47,0,37.5005,0,54954.1565200354
44.814,-0.585970909224948,41,0,62.5005,0,81663.8554783834
49.016,-0.153402964428365,39,1,32.5005,0,54969.1672820498
42.503,-0.823872984528352,41,1,22.5005,0,28496.8741373581
48.071,-0.250684427501371,35,1,62.5005,0,129643.777828135
46.999,-0.361039695664611,42,0,87.5005,0,166161.220358859
61.157,1.09643221352864,30,0,45.0005,0,69174.8679686446
57.177,0.686717691803172,33,0,45.0005,0,108368.342814447
60.527,1.0315779048133,37,0,200.001,0,298907.997102792
56.194,0.585524381537813,35,0,62.5005,0,98183.9402831941
38.771,-1.20805755615635,39,0,200.001,0,384811.530734867
56.593,0.626598777057527,46,0,200.001,0,479239.309160744
41.506,-0.926507501654053,42,0,150.0005,0,415068.474809382
72.56,2.27029520127624,38,0,150.0005,0,293617.196654816
48.559,-0.200448074083776,44,0,62.5005,0,119107.085803411
72.796,2.2945898312077,48,0,150.0005,0,213561.225612871
55.984,0.5639062786327,49,0,200.001,0,312746.597397851
58.329,0.805308427739789,41,0,87.5005,0,235621.945958028
72.617,2.27616297206477,43,0,200.001,0,340478.649394085
74.538,2.47391714197297,45,0,200.001,0,427854.424000664
57.997,0.771131236480278,37,0,150.0005,0,348810.223957241
60.94,1.07409350719335,41,0,150.0005,0,352094.369772024
61.933,1.17631625093039,45,0,150.0005,0,303017.164839765
56.399,0.606627767707089,41,0,62.5005,0,85786.858962748
49.638,-0.089372202490365,41,0,87.5005,0,139995.681270126
64.547,1.44541016042545,40,0,87.5005,0,186635.436819949
64.147,1.40423282155857,37,1,62.5005,0,147854.543553459
58.717,0.845250446440664,37,0,87.5005,0,155294.590358482
51.726,0.125573506394753,39,0,150.0005,0,489574.657624833
73.032,2.31888446113916,40,0,150.0005,0,273017.51970959
39.071,-1.17717455200619,44,0,62.5005,0,168060.470411702
64.706,1.46177815262504,50,0,87.5005,0,150374.37866839
57.761,0.746836606548819,42,1,45.0005,0,86429.543955701
38.671,-1.21835189087307,38,0,87.5005,0,166763.287939383
46.623,-0.39974639419948,37,1,37.5005,0,67039.1663520184
64.685,1.45961634233453,37,0,200.001,0,380800.153495611
62.426,1.22706732108382,45,0,87.5005,0,111778.26199872
51.728,0.125779393089088,33,0,32.5005,0,66016.7972445858
49.731,-0.0797984712038148,35,1,87.5005,0,157747.609573143
54.763,0.438212451741546,47,0,45.0005,0,106438.681519807
48.332,-0.223816213890731,40,1,37.5005,0,81695.545130404
34.246,-1.67387620208794,50,0,62.5005,0,104250.318665998
58.187,0.790690472442046,30,0,62.5005,0,130745.779485355
65.246,1.51736756009533,47,0,150.0005,0,265776.449748084
51.43,0.0951022756332615,33,1,62.5005,0,122514.045294321
49.437,-0.110063815270973,34,1,62.5005,0,144680.513507619
52.235,0.177971670102859,40,0,45.0005,0,56281.5741660258
51.838,0.13710316127748,31,1,12.5005,0,22616.0952121574
47.09,-0.351671851072396,30,1,27.5005,0,83020.2675634723
43.342,-0.73750351625507,43,1,12.5005,0,26861.0384646581
31.707,-1.93524936054547,34,1,12.5005,0,19791.7487972768
34.488,-1.64896391207348,35,0,32.5005,0,61563.2898510492
36.144,-1.47848972916459,34,0,45.0005,1,74344.9528311333
63.586,1.34648160379777,28,1,45.0005,1,81312.67550776
42.645,-0.809255029230609,35,1,62.5005,0,118956.248065198
45.006,-0.566205786568845,36,1,87.5005,1,196360.962151568
55.604,0.524787806709163,35,0,87.5005,1,203571.269008247
51.864,0.139779688303827,27,0,45.0005,0,55132.7204461058
52.927,0.249208466342563,46,0,62.5005,1,105467.423711462
40.11,-1.07021641429947,37,0,45.0005,1,79158.748305763
40.033,-1.07814305203134,46,0,87.5005,0,154457.457462085
61.418,1.12330042713928,47,0,87.5005,1,204031.655353407
49.731,-0.0797984712038148,41,1,87.5005,1,186785.781616198
52.147,0.168912655552145,37,1,45.0005,1,99450.2058880436
56.601,0.627422323834864,42,0,87.5005,1,127166.681703799
56.897,0.657893554596356,45,0,62.5005,1,115845.441385866
53.065,0.263414648251637,41,0,200.001,1,478758.76727624
56.534,0.620525119574661,29,1,62.5005,1,145491.772083328
47.737,-0.285067505455216,35,0,150.0005,1,274799.566592914
41.662,-0.910448339495969,48,1,62.5005,1,159746.666064352
64.262,1.4160713064828,43,0,45.0005,1,135216.221052279
48.707,-0.18521245870303,43,0,62.5005,1,145573.2969406
52.433,0.198354452841965,33,0,62.5005,1,124321.912581832
59.812,0.95797341158875,41,0,62.5005,1,104073.572751596
51.398,0.0918080885239114,35,1,87.5005,1,210065.379115067
52.383,0.193207285483605,37,0,62.5005,1,159830.01449061
56.528,0.619907459491658,45,0,62.5005,1,167523.632079595
60.002,0.977532647550519,42,1,150.0005,1,226547.649178284
46.197,-0.443600260092707,46,0,45.0005,1,57031.8401108285
56.491,0.616098555646472,37,0,45.0005,1,92810.0274572731
55.746,0.539405762006906,30,0,45.0005,0,81692.4666599234
40.456,-1.03459801617961,54,1,22.5005,0,41187.4693292692
56.443,0.611157274982446,25,1,22.5005,0,44959.6647867771
52.381,0.193001398789271,45,1,62.5005,0,156660.409152978
52.26,0.180545253782039,40,0,62.5005,0,53081.0400510945
62.891,1.27493597751657,36,1,45.0005,0,78551.3891109089
62.127,1.19628726028082,30,0,62.5005,0,106806.373746737
45.108,-0.555705565157791,41,0,62.5005,0,162045.070489408
47.908,-0.267464193089624,45,0,87.5005,0,148652.689527111
52.902,0.246634882663383,37,0,45.0005,0,127753.233225888
51.165,0.0678222886339529,36,1,37.5005,0,76318.3909870225
44.493,-0.61901572366562,40,1,45.0005,0,78471.846253609
43.997,-0.670075623860552,31,1,87.5005,1,179684.455461098
56.939,0.662217175177378,48,0,150.0005,0,204604.113413249
60.269,1.00501852124416,46,1,62.5005,0,165529.842667899
56.856,0.653672877362501,37,0,87.5005,0,181980.974901038
66.755,1.67270907097063,33,1,45.0005,0,86816.170823592
43.46,-0.72535620128934,33,0,27.5005,0,64783.3253988725
56.461,0.613010255231455,33,1,62.5005,0,82535.6990652544
58.018,0.773293046770789,36,0,150.0005,0,281846.064631022
52.358,0.190633701804425,38,1,87.5005,0,202050.907526439
52.247,0.179206990268866,46,0,87.5005,0,229617.323912376
54.778,0.439756601949054,37,0,87.5005,0,188808.291348205
48.943,-0.16091782877157,41,1,37.5005,0,68876.8832276897
57.638,0.734174574847252,41,0,62.5005,0,106917.482603417
52.573,0.212766521445374,38,0,87.5005,0,131985.050341953
49.807,-0.0719747768191074,47,0,27.5005,0,44689.1548861403
46.969,-0.364127996079627,31,1,17.5005,0,45853.774707638
54.548,0.416079632100598,46,0,37.5005,0,106070.776596257
69.385,1.94345007402038,33,0,150.0005,0,441749.363840002
44.251,-0.643928013680083,37,0,37.5005,0,117985.234134355
47.773,-0.281361544957196,32,0,62.5005,0,150190.688699921
29.71,-2.14082722483837,32,1,45.0005,0,56581.507243318
51.803,0.133500144126628,46,1,45.0005,0,69293.7873865557
59.876,0.964561785807451,35,0,87.5005,0,223574.587255236
37.534,-1.33539847660218,40,1,27.5005,0,39429.7497927478
40.567,-1.02317130464406,43,0,87.5005,0,110412.993519642
50.213,-0.0301797778692234,37,0,37.5005,0,119419.850514762
52.961,0.252708540146248,30,1,62.5005,1,186028.75304964
47.987,-0.259331668663415,38,0,87.5005,1,167271.611795025
46.195,-0.443806146787042,30,0,45.0005,1,87511.5825191472
47.729,-0.285891052232554,33,0,87.5005,1,203668.45170891
51.163,0.0676164019396182,37,0,62.5005,1,177373.844314355
46.55,-0.407261258542685,40,0,62.5005,1,114595.864009563
35.996,-1.49372534454534,46,0,62.5005,1,151614.409289097
44.36,-0.632707188838858,42,0,87.5005,0,174571.844695123
58.014,0.772881273382121,34,0,62.5005,1,132634.454166745
54.438,0.404755863912206,37,0,37.5005,1,97427.1413817487
45.407,-0.524925504354797,41,0,62.5005,1,75042.0359240106
52.696,0.225428553146939,40,0,45.0005,1,90018.6248572846
52.435,0.1985603395363,43,0,150.0005,1,205267.808615794
57.699,0.740454119024452,48,0,45.0005,1,99646.1255684349
49.731,-0.0797984712038148,32,1,62.5005,1,107805.573437433
50.595,0.0091445807486476,44,0,150.0005,1,397891.456471265
43.663,-0.704458701814398,34,1,62.5005,1,124262.963071193
36.559,-1.4357682400902,35,1,87.5005,1,144070.224644119
57.682,0.73870408212261,37,0,150.0005,0,363471.424547067
55.746,0.539405762006906,35,0,87.5005,0,206313.681626972
66.999,1.69782724767943,35,1,45.0005,0,95333.1077239709
39.799,-1.10223179526847,44,0,62.5005,0,117378.840704018
61.796,1.16221301236848,34,0,62.5005,0,149236.177821604
60.55,1.03394560179814,45,0,62.5005,0,158728.352764336
49.888,-0.0636363656985644,41,0,62.5005,0,87907.0778767809
52.642,0.219869612399911,47,0,62.5005,0,149729.390870489
57.014,0.669937926214919,42,0,62.5005,0,114778.039092747
50.485,-0.00217918743974458,35,0,87.5005,0,194289.821014707
45.674,-0.497439630661154,33,0,62.5005,0,82720.2805886603
46.494,-0.413026085984048,36,1,62.5005,0,122297.022319994
54.676,0.429256380538,55,1,22.5005,0,39165.366234148
49.523,-0.101210687414593,30,0,87.5005,0,200473.095607328
48.017,-0.256243368248399,26,0,45.0005,0,74561.6151257254
48.209,-0.236478245592296,36,1,32.5005,0,53794.8794276947
53.685,0.327239523495303,34,0,62.5005,0,138597.876641836
47.806,-0.277964414500679,48,1,27.5005,0,80725.3101359464
63.448,1.3322754218887,38,0,150.0005,0,359749.029927152
36.566,-1.43504763666003,34,0,150.0005,0,404042.862544929
67.17,1.71543056004502,31,0,62.5005,0,145798.144505396
50.46,-0.00475277111892449,32,0,87.5005,0,168032.094218569
58.278,0.800058317034262,42,0,87.5005,0,122072.240970266
56.977,0.666129022369732,47,0,150.0005,0,275672.123485312
56.355,0.602098260431732,46,0,200.001,0,515203.774365875
57.361,0.705659267681937,43,0,150.0005,0,231755.726902875
54.782,0.440168375337723,33,1,27.5005,0,55606.4147160092
57.235,0.69268840593887,33,0,150.0005,0,230634.430049339
56.587,0.625981116974523,35,0,37.5005,0,72972.4832027994
69.78,1.98411269615142,42,0,32.5005,0,89869.7683522283
48.419,-0.214860142687185,39,1,12.5005,0,27285.5071454169
52.871,0.2434436389012,28,1,32.5005,0,78929.6104913764
51.853,0.138647311484988,27,1,12.5005,0,34652.7549918623
54.503,0.411447181478074,33,0,45.0005,0,70864.0357598418
65.257,1.51849993691417,31,1,45.0005,0,83881.8427011024
52.51,0.20628109057384,28,1,45.0005,0,98895.2870269118
60.928,1.07285818702735,47,0,87.5005,0,157747.818653618
55.589,0.523243656501655,40,0,45.0005,0,94699.725363438
58.116,0.783381494793175,35,0,150.0005,0,345789.647523558
63.004,1.28656857574646,47,0,150.0005,0,264703.679311271
60.469,1.0256071906776,37,0,87.5005,0,103784.430497411
62.528,1.23756754249487,39,0,200.001,0,424534.48957888
63.461,1.33361368540187,43,0,200.001,0,356686.305253205
52.733,0.229237456992126,37,0,62.5005,0,64988.3300026843
49.565,-0.0968870668335707,44,1,12.5005,0,28292.4527658023
71.38,2.14882205161894,46,0,87.5005,0,220785.516914283
43.73,-0.697561497554195,37,0,62.5005,0,63947.7730297598
59.76,0.952620357536055,29,1,87.5005,0,196701.812314978
55.735,0.538273385188067,38,0,87.5005,0,205325.490818779
58.831,0.856985988017725,42,1,62.5005,0,164707.512796186
60.721,1.05154891416374,38,0,150.0005,0,199666.073086718
71.371,2.14789556149444,33,0,45.0005,0,77653.6593983273
50.743,0.0243801961293939,41,0,87.5005,0,187576.113612867
63.673,1.35543767500132,44,0,87.5005,0,191496.604053452
57.655,0.735924611749095,37,1,62.5005,0,138277.761080713
53.685,0.327239523495303,39,1,87.5005,0,204589.527972384
57.634,0.733762801458584,40,0,62.5005,0,119552.048259993
49.262,-0.128078901025233,47,0,62.5005,0,126598.244556534
61.698,1.15212456434609,41,0,87.5005,0,131387.849732674
52.525,0.207825240781348,39,0,150.0005,0,360676.946915031
40.027,-1.07876071211434,40,1,62.5005,0,175622.458255323
57.231,0.692276632550201,36,0,62.5005,0,117804.211730354
43.982,-0.67161977406806,36,1,45.0005,1,112653.123807915
58.902,0.864294965666596,41,0,87.5005,0,206640.232971351
42.618,-0.812034499604124,28,0,87.5005,0,177760.345876292
56.409,0.607657201178761,37,1,62.5005,0,94371.969754505
51.419,0.093969898814422,34,0,62.5005,0,114612.383084408
55.917,0.557009074372498,36,0,87.5005,0,189626.25241291
55.149,0.477948583748086,45,1,87.5005,0,206600.328535062
48.015,-0.256449254942734,35,0,150.0005,0,301604.484200733
48.211,-0.236272358897962,31,0,45.0005,0,52433.0657946725
60.723,1.05175480085807,48,0,150.0005,0,294024.370224135
61.42,1.12350631383361,36,0,150.0005,0,232576.91131672
51.012,0.0520719565173711,33,0,62.5005,0,165799.748026363
72.688,2.28347194971365,38,0,87.5005,0,208106.870260557
62.712,1.25650911837364,33,0,200.001,0,295755.499367992
60.715,1.05093125408073,36,0,45.0005,0,123929.918151009
48.768,-0.178932914525831,56,1,87.5005,0,163992.8360918
63.125,1.29902472075369,40,0,150.0005,1,311639.115823314
39.382,-1.14515917103719,47,0,87.5005,0,161558.276777914
34.496,-1.64814036529614,38,0,87.5005,0,256463.399606648
45.981,-0.465836023080823,42,0,87.5005,0,95258.6419911808
68.019,1.80282946178998,44,0,200.001,0,432382.2571118
61.706,1.15294811112343,42,0,200.001,0,395537.297058997
49.5,-0.103578384399439,44,0,150.0005,0,176349.604386842
60.655,1.0447546532507,38,0,45.0005,0,86957.2671794538
53.211,0.278444376938048,37,0,62.5005,0,137264.542112919
61.422,1.12371220052795,39,0,150.0005,0,208472.700126504
60.54,1.03291616832647,43,0,150.0005,0,290359.958507121
53.847,0.343916345736389,44,0,150.0005,0,206643.462772393
60.331,1.01140100876853,46,0,87.5005,0,90323.8084672727
54.162,0.376343500094058,43,0,87.5005,0,185218.87352716
63.231,1.30993671555341,50,0,150.0005,0,326904.956547201
40.081,-1.07320177136732,39,0,87.5005,0,116216.694631735
50.19,-0.0325474748540694,37,1,37.5005,0,70962.8694057887
42.223,-0.852697121735169,40,0,62.5005,0,104280.660005284
47.808,-0.277758527806345,48,1,22.5005,0,42216.3952739421
61.489,1.13060940478815,43,0,45.0005,0,119845.221236806
51.021,0.0529984466418759,34,0,62.5005,0,152313.556596691
52.982,0.254870350436759,33,1,62.5005,0,145789.815349617
44.714,-0.596265243941668,47,0,45.0005,0,48239.4245542624
57.642,0.734586348235922,35,1,87.5005,0,197821.786028148
44.869,-0.580309025130752,27,0,62.5005,0,82198.0654773439
36.155,-1.47735735234575,29,1,87.5005,0,173767.599535696
55.024,0.465080665352186,41,0,150.0005,0,224678.325453161
49.717,-0.0812396780641559,38,1,22.5005,0,49183.6844060935
50.182,-0.0333710216314066,28,1,62.5005,0,156094.132331556
38.089,-1.27826491892438,27,0,62.5005,0,129789.852739015
46.006,-0.463262439401643,35,0,45.0005,0,59418.6149399062
32.276,-1.87667459600733,47,1,45.0005,0,84152.7655043121
50.896,0.0401305282459757,34,1,17.5005,0,27678.6448257561
47.13,-0.347554117185708,27,1,45.0005,0,71472.5368094687
41.326,-0.945037304144149,32,1,45.0005,0,86660.9719150588
49.373,-0.116652189489674,38,0,62.5005,1,177403.862398558
50.445,-0.00629692132643258,36,0,87.5005,0,157679.490435814
48.711,-0.184800685314361,38,0,87.5005,1,213878.277607007
52.731,0.229031570297792,43,0,150.0005,1,419728.445704771
45.761,-0.488483559457607,36,0,62.5005,1,134214.970390152
55.158,0.478875073872591,41,0,87.5005,1,204559.791347763
35.429,-1.55209422238914,33,1,150.0005,1,369203.701596324
49.162,-0.138373235741953,42,0,150.0005,1,303677.876781861
41.036,-0.974890874822638,36,0,87.5005,1,226431.099298642
48.811,-0.174506350597641,32,0,150.0005,1,154191.110301547
59.23,0.898060383537438,34,0,87.5005,1,189193.658511599
48.029,-0.255008048082393,40,0,87.5005,1,187381.08476782
42.931,-0.77981323194079,43,0,150.0005,1,290246.532851435
65.908,1.58551605592001,49,0,87.5005,1,191225.004668098
43.112,-0.761180486103526,43,0,87.5005,0,155244.734339103
59.474,0.923178560246235,32,1,62.5005,0,81436.8040805007
51.175,0.0688517221056247,43,1,62.5005,0,103808.543019093
44.91,-0.576088347896897,40,0,87.5005,0,132284.589417528
80.684,3.10660695366259,44,0,87.5005,0,140254.947798734
53.678,0.326518920065132,39,0,87.5005,0,159144.815362416
54.665,0.42812400371916,38,0,62.5005,0,81374.6314970379
51.832,0.136485501194477,40,0,27.5005,0,68965.7329965379
51.15,0.0662781384264448,42,0,87.5005,0,246982.491859208
38.041,-1.28320619958841,40,0,87.5005,0,201435.13392593
45.707,-0.494042500204636,31,0,150.0005,0,371689.991785445
50.802,0.0304538536122585,42,0,62.5005,0,131009.659444288
25.674,-2.5563065740052,28,1,32.5005,0,57444.1920144541
52.971,0.25373797361792,42,1,32.5005,0,58861.9919251273
56.121,0.578009517194607,40,0,150.0005,0,393710.647641631
69.237,1.92821445863963,40,0,150.0005,0,481488.718864568
49.154,-0.13919678251929,35,0,150.0005,0,271655.484994498
64.368,1.42698330128252,42,0,150.0005,0,299219.430433646
61.858,1.16859549989285,40,0,200.001,0,499189.4208815
53.395,0.297385952816814,43,0,87.5005,0,219062.658073755
67.328,1.73169560889744,40,0,150.0005,0,292719.641428756
48.966,-0.158550131786725,43,0,150.0005,0,264561.944774155
58.52,0.824970607048725,38,1,150.0005,0,230014.511948394
43.5,-0.721238467402652,36,1,32.5005,0,63422.435356056
65.2,1.51263216612564,40,0,87.5005,0,194702.91638698
47.222,-0.338083329246325,43,1,32.5005,0,48066.8926752171
48.678,-0.188197815770879,31,1,7.5005,0,15798.1168669514
43.675,-0.703223381648392,39,0,87.5005,0,176906.86977003
63.897,1.37849698476677,34,0,32.5005,0,85709.3868375144
45.438,-0.521734260592614,27,1,37.5005,0,64640.5391427773
51.53,0.105396610349982,30,0,87.5005,0,209460.387405511
62.223,1.20616982160887,44,0,62.5005,0,94335.4045069898
53.124,0.269488305734502,39,0,62.5005,0,151099.787720537
43.604,-0.710532359297263,28,1,62.5005,0,111457.681015825
39.319,-1.15164460190872,36,1,45.0005,0,85214.5808898001
64.441,1.43449816562573,39,0,87.5005,0,119384.344489984
48.653,-0.190771399450059,43,0,62.5005,0,184370.41037217
58.12,0.783793268181844,36,0,62.5005,0,98576.8316261224
67.881,1.7886232798809,42,0,62.5005,0,116333.454750643
50.918,0.0423952818836539,30,0,150.0005,0,324998.451127774
43.59,-0.711973566157603,41,0,87.5005,0,171623.829002804
55.466,0.51058162480009,31,1,62.5005,0,140733.227735782
57.515,0.721512543145687,40,0,62.5005,0,129342.071883146
54.035,0.363269695003823,44,0,87.5005,0,166234.102894755
45.019,-0.564867523055672,43,0,45.0005,0,138484.440516238
51.58,0.110543777708342,33,1,87.5005,0,179835.599901712
43.623,-0.708576435701086,48,0,87.5005,0,163944.078289656
37.158,-1.37410517513705,35,0,150.0005,0,175922.690649915
54.813,0.443359619099907,45,0,150.0005,0,369340.159485863
51.761,0.129176523545606,38,0,32.5005,0,45650.4710713659
44.614,-0.606559578658389,39,1,87.5005,0,173262.215286172
38.124,-1.27466190177353,47,0,62.5005,0,150863.015091324
58.005,0.771954783257616,39,0,87.5005,0,235814.695592682
49.289,-0.125299430651718,41,0,200.001,0,559398.529807035
39.175,-1.1664684439008,33,1,62.5005,0,102049.235664843
52.103,0.164383148276789,34,0,45.0005,0,97552.0472097912
48.361,-0.220830856822882,55,0,12.5005,0,25786.6822355537
53.53,0.311283304684386,39,1,45.0005,0,85613.4635247088
58.351,0.807573181377468,44,0,45.0005,0,143667.806030035
54.192,0.379431800509074,35,1,12.5005,0,22818.7892133955
52.204,0.174780426340676,44,1,62.5005,0,136252.222210231
35.151,-1.58071247290162,37,0,150.0005,0,221103.128241329
48.152,-0.242346016380827,42,0,62.5005,0,140590.020480418
61.399,1.1213445035431,47,1,87.5005,0,181545.541130565
51.692,0.122073432591069,41,0,62.5005,0,86412.0617587724
67.32,1.7308720621201,29,0,62.5005,0,142638.422297769
63.99,1.38807071605332,30,0,62.5005,0,138996.880282001
44.399,-0.628692398299337,41,1,22.5005,0,40152.2982158162
41.111,-0.967170123785098,30,1,27.5005,0,45357.7645982069
50.618,0.0115122777334936,28,1,45.0005,0,68527.4921279841
54.323,0.392917378987977,29,0,45.0005,0,84530.6529195141
51.617,0.114352681553528,27,1,62.5005,0,160956.310655344
